Satellite.Name,Op.Owner.Country,Operator.Owner,Users,Purpose,Type.of.Orbit,Perigee.km,Apogee.km,Inclination.deg,Period.min,Launch.Mass.kg,Dry.Mass.kg,Power.watts,Launch.Date,Expected.Lifetime,Contractor,Country.of.Contractor,Launch.Site,Launch.Vehicle,COSPAR.Number,NORAD.Number,Sat.Stock.Size,Record.Period,Eccentricity,Current.Official.Name.of.Satellite,Longitude.of.GEO..degrees.,Class.of.Orbit,Longitude.of.position.in.GEO,Satellite.Launch.Mass,Power,Country.Org.of.UN.Registry,Detailed.Purpose,Exp.Lifetime,Launch.Provider,Launch.Year,Launch.Month,Launch.Day,select,Sats.Per.Launch,LEO,MEO,Molniya,Elliptical,GSO,Orbit.Class,Price.Per.Vehicle
Gorizont-36 (Gorizont-25),Russia,Russian Satellite Communications Company,Commercial,Communications,"GEO, 140° E",35774,35795,1.3,1435.98,2300,NA,1200,1992-04-02,3 yrs.,NPO PM,Russia,Baikonur Cosmodrome,Proton,1992-017A,21922,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,1992,4,2,1,1,0,0,0,0,1,GSO,NA
INMARSAT 2 F4 ,Multinational,"INMARSAT, Ltd.",Commercial,Communications,"GEO, 109.00° W",35773,35800,2.23,1436.14,1382,690,1200,1992-04-15,10 yrs.,Matra Marconi Space,France,Guiana Space Center,Ariane 44L,1992-021B,21940,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1992,4,15,1,1,0,0,0,0,1,GSO,NA
"DSCS III-F6 (USA 82, DSCS III B-12) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,"GEO, 60° E",35786,35786,0,1436.1,1156,884,1240,1992-07-02,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 1I,1992-037A,22009,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,7,2,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 26 (Navstar SVN 26, GPS IIA-14, USA 83)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,19959,20403,55,717.93,1816,844,800,1992-07-07,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1992-039A,22014,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,7,7,1,1,0,1,0,0,0,MEO,NA
Gorizont-37 (Gorizont-26),Russia,Russian Satellite Communications Company,Commercial,Communications,"GEO,  13.77° W",35783,35791,7.1,1436.12,2300,NA,1200,1992-07-14,3 yrs.,NPO PM,Russia ,Baikonur Cosmodrome,Proton,1992-043A,22041,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,1992,7,14,1,1,0,0,0,0,1,GSO,NA
Geotail (Geomagnetic Tail Laboratory),Multinational,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Government,Space Physics,Elliptical/DHEO,3905,104552,22.3,2474.83,980,NA,273,1992-07-24,NA,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Delta 2,1992-044A,22049,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,7,24,1,1,0,1,0,0,0,MEO,NA
Optus B1 (Aussat B1),Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,"GEO, 159.95° E",35759,35814,0.01,1436.13,2600,1270,3500,1992-08-14,14 yrs.,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March 2E,1992-054A,22087,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,1992,8,14,1,1,0,0,0,0,1,GSO,NA
Satcom-C4 (GE Satcom C-4),USA,SES Americom (SES Global),Commercial,Communications,"GEO, 135.03° W",35770,35803,0.03,1436.09,1398,791,1400,1992-08-31,12+ yrs.,GE Astro Space,USA,Cape Canaveral,Delta 7925,1992-057A,22096,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,8,31,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 27 (Navstar SVN 27, GPS 2-15, USA 84)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,19914,20451,54.7,717.99,1816,844,800,1992-09-09,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1992-058A,22108,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,9,9,1,1,0,1,0,0,0,MEO,NA
Satcom-C3 ,USA,SES Americom (SES Global),Commercial,Communications,"GEO, 130.93° W",35778,35794,0.01,1436.1,1372,789,1400,1992-09-10,12+ yrs.,GE Astro Space,USA,Guiana Space Center,Ariane ,1992-060B,22117,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1992,9,10,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 32 (Navstar SVN 32, GPS 2-16, USA 85)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20074,20290,54.8,717.97,1816,844,800,1992-11-22,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1992-079A,22231,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,11,22,1,1,0,1,0,0,0,MEO,NA
Superbird-A (Superbird A1),Japan,Space Communication Corporation,Commercial,Communications,"GEO, 158.00° E",35766,35807,0,1436.11,2489,1500,NA,1992-12-01,10 yrs.,Space Systems Loral,USA,Guiana Space Center,Ariane 42P,1992-084A,22253,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1992,12,1,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 29 (Navstar SVN 29, GPS 2-17, USA 87)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20037,20326,54.7,717.95,1816,844,800,1992-12-18,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1992-089A,22275,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1992,12,18,1,1,0,1,0,0,0,MEO,NA
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,NASA/SES Americom (SES Global),Government/Commercial,Communications,"GEO, 47.04° W",35774,35798,4.33,1436.09,3180,1600,1800,1993-01-13,10 yrs.,TRW Defense and Space Systems Group,USA,Cape Canaveral,Shuttle (STS 54),1993-003B,22314,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NASA,1993,1,13,1,1,0,0,0,0,1,GSO,NA
SCD-1 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Meteorology/Earth Observation,Intermediate,716,778,25,99.76,110,NA,70,1993-02-09,3 yrs.,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1993-009B,22490,994,2012-01-01,0.00436,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,1993,2,9,1,2,1,0,0,0,0,LEO,NA
SCD-1 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Meteorology/Earth Observation,Intermediate,716,776,25,99.7,110,NA,70,1993-02-09,3 yrs.,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1993-009A,22490,1071,2013-06-01,0.00422,NA,0,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,1993,2,9,1,2,1,0,0,0,0,LEO,NA
"Navstar GPS 31 (Navstar SVN 31, GPS 2-19, USA 90)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20076,20288,54.9,717.97,1816,844,800,1993-03-30,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1993-017A,22581,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,3,30,1,1,0,1,0,0,0,MEO,NA
Astra 1C ,Luxembourg,SES Astra (part of SES Global) (Societe Europienne des Satellites [SES]),Commercial,Communications,"GEO, 19.20° E",35773,35798,0.01,1436.08,2790,1700,3300,1993-05-12,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 42L,1993-031A,22653,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,5,12,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 37 (Navstar SVN 37, GPS 2-11, USA 91)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20033,20327,54.9,717.89,1816,844,800,1993-05-13,7.5 yrs.,Rockwell International,USA,Vandenberg AFB,Delta 2,1993-032A,22657,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,5,13,1,1,0,1,0,0,0,MEO,NA
"Navstar GPS 39 (Navstar SVN 39, GPS 2-21, USA 92)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20120,20244,54.7,717.97,1816,844,800,1993-06-26,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1993-042A,22700,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,6,26,1,1,0,1,0,0,0,MEO,NA
"DSCS III-F7 (USA 93, DSCS III B-9) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,GEO 180° E,35786,35786,0,1436.1,1156,884,1240,1993-07-19,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 2,1993-046A,22719,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,7,19,1,1,0,0,0,0,1,GSO,NA
Hispasat 1B ,Spain,Hispasat,Comm/Gov/Mil.,Communications,"GEO, 30.01° W",35776,35797,0.3,1436.11,2206,1050,3800,1993-07-22,10 yrs.,Matra Marconi Space,France/Uk,Guiana Space Center,Ariane 44L,1993-048A,22724,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,7,22,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 35 (Navstar SVN 35, GPS 2-22, USA 94)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20109,20257,54.8,718.01,1816,844,800,1993-08-30,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1993-054A,22779,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,8,30,1,1,0,1,0,0,0,MEO,NA
"UFO-2 (USA 95) ""UHF Follow-On""",USA,US Navy,Military,Communications,NA,35766,35807,8.27,1436.12,3200,1545,NA,1993-09-03,NA,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1993-056A,22787,994,2012-01-01,0.000486,NA,28.79,GEO,NA,NA,NA,NA,NA,NA,ULA,1993,9,3,1,1,0,0,0,0,1,GSO,NA
"Eyesat 1 (AO-27, Oscar 27)",USA,"Interferometrics, Inc./Amsat NA",Civil,Earth Observation/Amateur Radio,"LEO, Sun-sync.",793,805,98.6,100.86,13,NA,NA,1993-09-26,5-7 yrs.,Associazione Radioamatori Italiani,Italy,Guiana Space Center,Ariane 4,1993-061G,22829,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,9,26,1,2,1,0,0,0,0,LEO,NA
"Posat-1 (Oscar 28, PO 28)",Portugal,Consortium of Portuguese Academic and Industrial Interests,Commercial/Military,Communications,"LEO, Sun-sync.",790,806,98.6,100.83,51,50,NA,1993-09-26,5 yrs.,Surrey Satellite Technology Ltd. (Univ. of Surrey) ,United Kingdom,Guiana Space Center,Ariane 4,1993-061D,22826,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,9,26,1,2,1,0,0,0,0,LEO,NA
"WavSat-1 (ITAMSat, Healthsat II)",USA,"Wavix, Inc.",Civil/Commercial,Communications/Amateur Radio,"LEO, Sun-sync.",792,806,98.6,100.85,50,NA,15,1993-09-26,1 yr.,Surrey Satellite Technologies Ltd.,United Kingdom,Guiana Space Center,Ariane 5,1993-061E,22827,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,9,26,1,1,1,0,0,0,0,LEO,NA
Intelsat 701 ,Multinational,"Intelsat, Ltd.",Commercial,Communications,"GEO, 180.00° E",35773,35799,0.04,1436.09,3642,1450,3900,1993-10-22,10-15 yrs.,Hughes Space and Communications Group,USA,Guiana Space Center,Ariane 44L,1993-066A,22871,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,10,22,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 34 (Navstar SVN 34, GPS 2-23, USA 96)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20104,20260,55,717.97,1816,844,800,1993-10-26,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1993-068A,22877,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,10,26,1,1,0,1,0,0,0,MEO,NA
Gorizont-40 (Gorizont-28),Russia,Russian Satellite Communications Company,Commercial,Communications,"GEO,  96.15° E",35781,35786,6.33,1435.97,2300,NA,1200,1993-10-28,3 yrs.,NPO PM,Russia ,Baikonur Cosmodrome,Proton,1993-069A,22880,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,1993,10,28,1,1,0,0,0,0,1,GSO,NA
Meteosat 6 (MOP 3),Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Science/Meteorology,GEO,35769,35773,1.2,1435.32,696,320,200,1993-11-20,5 yrs.,Aerospatiale,France,Guiana Space Center,Ariane 44LP,1993-073B,22912,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,11,20,1,1,0,0,0,0,1,GSO,NA
"DSCS III-F8 (USA 97, DSCS III B-10) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,"GEO, 57° E",35786,35786,0,1436.1,1156,884,1240,1993-11-28,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 2,1993-074A,22915,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,11,28,1,1,0,0,0,0,1,GSO,NA
NATO 4-B (USA 98),Multinational,NATO (North Atlantic Treaty Organization) (controlled by UK Ministry of Defence),Military,Communications,"GEO, 20.17° W",35770,35802,3.31,1436.1,1430,660,1200,1993-12-08,7 yrs.,Matra Marconi,France,Cape Canaveral,Delta 2,1993-076A,22921,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1993,12,8,1,1,0,0,0,0,1,GSO,NA
DirecTV-1 (DBS-1),USA,"DirecTV, Inc.",Commercial,Communications,"GEO, 101.21° W",35779,35794,0.04,1436.12,2923,1727,4300,1993-12-18,15 yrs.,Hughes Electronics Corp.,USA,Guiana Space Center,Ariane 4,1993-078A,22930,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,12,18,1,1,0,0,0,0,1,GSO,NA
Thaicom-1A (Thaicom 1),Thailand,Shin Satellite Public Company Ltd. (Shin Sat),Commercial,Communications,"GEO, 119.91° E",35780,35796,0.05,1436.18,1080,NA,800,1993-12-18,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,1993-078B,22931,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1993,12,18,1,1,0,0,0,0,1,GSO,NA
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,"GEO, 120.80° W",35777,35796,0.01,1436.11,4536,NA,8000,1994-02-07,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4A,1994-009A,22988,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lockheed Martin,1994,2,7,1,1,0,0,0,0,1,GSO,NA
Galaxy 1R ,USA,PanAmSat,Commercial,Communications,"GEO, 133.03° W",35781,35791,0.02,1436.09,1391,800,1100,1994-02-19,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2,1994-013A,23016,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,2,19,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 36 (Navstar SVN 36, GPS 2-24, USA 100)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,19986,20315,54.9,716.69,1816,844,800,1994-03-10,7.5 yrs.,Rockwell International,USA,Cape Canaveral,Delta 2,1994-016A,23027,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,3,10,1,1,0,1,0,0,0,MEO,NA
Trumpet 1 (USA 103),USA,National Reconnaissance Office (NRO)/USAF,Military,Surveillance,"Elliptical, Molniya",1628,38728,63,717.8,8000,NA,NA,1994-05-03,NA,Boeing Satellite Systems,USA,Cape Canaveral,Titan 4,1994-026A,23097,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lockheed Martin,1994,5,3,1,1,0,0,0,1,0,0,NA
Intelsat 702 ,Multinational,"Intelsat, Ltd.",Commercial,Communications,"GEO, 54.87° E",35774,35796,0.01,1436.05,3642,1450,3900,1994-06-17,15 yrs.,Loral Space Systems,USA,Guiana Space Center,Ariane 44LP,1994-034A,23124,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,6,17,1,1,0,0,0,0,1,GSO,NA
"UFO-3 (USA 104) ""UHF Follow-On""",USA,US Navy,Military,Communications,"GEO, 14.40° W",35774,35798,2.77,1436.1,3200,1545,NA,1994-06-24,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 1,1994-035A,23132,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,6,24,1,1,0,0,0,0,1,GSO,NA
PAS-2 (PanAmSat K1),USA,PanAmSat,Commercial,Communications,"GEO, 168.99° E",35768,35804,0.01,1436.11,2920,NA,4700,1994-07-08,14 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane,1994-040A,23175,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,7,8,1,1,0,0,0,0,1,GSO,NA
Apstar 1,China (PR),APT Satellite Holdings Ltd.,Commercial,Communications,"GEO, 134° E",35777,35795,0,1436.06,1400,560,1100,1994-07-21,9 yrs.,Hughes Space and Communications Group,USA,Xichang Satellite Launch Center,Long March,1994-043A,23185,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,1994,7,21,1,1,0,0,0,0,1,GSO,NA
DirecTV-2 (DBS-2),USA,"DirecTV, Inc.",Commercial,Communications,"GEO, 100.79° W",35774,35799,0.04,1436.13,2923,1727,4300,1994-08-03,15 yrs.,Hughes Electronics Corp.,USA,Cape Canaveral,Atlas 2A,1994-047A,23192,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,8,3,1,1,0,0,0,0,1,GSO,NA
Turksat 1B ,Turkey,Turk Telecom,Commercial,Communications,"GEO,  31.33° E",35768,35802,0.05,1436.05,1779,1078,2900,1994-08-10,12 yrs.,Aerospatiale,France,Guiana Space Center,Ariane,1994-049B,23200,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,8,10,1,1,0,0,0,0,1,GSO,NA
Brazilsat B-1 (Brasilsat B-1),Brazil,Star One (SES Global),Commercial/Military,Communications,"GEO, 69.97° W",35779,35794,0.03,1436.12,1774,NA,NA,1994-08-11,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1994-049A,23199,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,8,11,1,1,0,0,0,0,1,GSO,NA
"Mercury 1 (Advanced Vortex 1, USA 105)",USA,National Reconnaissance Office (NRO)/USAF,Military,Surveillance,GEO,35786,35786,3,1436.1,8000,4000,NA,1994-08-27,NA,Boeing Satellite Systems,USA,Cape Canaveral,Titan 4A,1994-054A,23223,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lockheed Martin,1994,8,27,1,1,0,0,0,0,1,GSO,NA
Optus B3 (Optus B2R),Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,"GEO, 151.99° E",35778,35796,0.02,1436.12,2858,1582,3000,1994-08-28,10-14 yrs.,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March 2E,1994-055A,23227,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,1994,8,28,1,1,0,0,0,0,1,GSO,NA
"DMSP 5D-2 F12 (Defense Meteorological Satellites Program, USA 106)",USA,Air Force Space and Missile Systems Center,Military,Earth Science/Meteorology,"LEO, Sun-sync.",841,859,98.9,101.93,1134,823,900,1994-08-29,5 yrs.,General Electric Astro Space,USA,Vandenberg AFB,Atlas E,1994-057A,23233,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,8,29,1,1,1,0,0,0,0,LEO,NA
"NSS-703 (Intelsat 703, Intelsat 7 F-3)",The Netherlands,New Skies Satellites N.V./Intelsat (shared capacity),Commercial,Communications,"GEO, 56.97° E",35772,35799,0.02,1436.06,3642,1450,3900,1994-10-06,15 yrs.,Space Systems Loral,USA,Guiana Space Center,Ariane 4,1994-064A,23305,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,10,6,1,1,0,0,0,0,1,GSO,NA
Solidaridad 2 (Satmex 4) ,Mexico,Satellites Mexicanos S.A. de C.V. (SatMex; Loral Global Alliance),Commercial,Communications,"GEO, 112.97° W",35774,35799,0.01,1436.1,2276,1641,3300,1994-10-08,14 yrs.,Hughes Space and Communications Company,USA,Guiana Space Center,Ariane 44L,1994-065A,23313,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,10,8,1,2,0,0,0,0,1,GSO,NA
Thaicom-2 ,Thailand,Shin Satellite Public Company Ltd. (Shin Sat),Commercial,Communications,"GEO, 78.47° E",35763,35809,0.06,1436.1,1080,NA,800,1994-10-08,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,1994-065B,23314,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,10,8,1,2,0,0,0,0,1,GSO,NA
Astra 1D ,Luxembourg,SES Astra (part of SES Global) (Societe Europienne des Satellites [SES]),Commercial,Communications,"GEO, 22.94° E",35775,35798,0.05,1436.11,2924,1700,3300,1994-11-01,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1994,11,1,1,1,0,0,0,0,1,GSO,NA
Wind (International Solar-Terrestrial Program),Multinational,National Aeronautics and Space Administration (NASA),Government,Astrophysics,Elliptical/CLO,186,470310,28.7,19700.45,1200,895,472,1994-11-01,NA,Martin Marietta Astrospace,USA,Cape Canaveral,Delta 2,1994-071A,23333,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,11,1,1,1,0,0,1,0,0,Molniya,NA
Telstar 11 (Orion 1),Multinational,Loral Skynet Satellite Services (Loral Global Alliance) ,Commercial,Communications,"GEO, 37.54° W",35777,35796,0.03,1436.12,2361,1500,3500,1994-11-29,12 yrs.,Matra Marconi (Astrium),France,Cape Canaveral,Atlas 2A,1994-079A,23413,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,11,29,1,1,0,0,0,0,1,GSO,NA
"DSP F17 (DSP 17, USA 107) (Defense Support Program)",USA,Air Force,Military,Early Warning,"GEO, 146.15° W",35786,35786,0,1436.1,2380,NA,1485,1994-12-22,7-9 yrs.,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan 4A,1994-084A,23435,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lockheed Martin,1994,12,22,1,1,0,0,0,0,1,GSO,NA
"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",Russia,RS3A Control Station,Civil,Amateur Radio,MEO,1885,2165,64.59,127.45,NA,NA,NA,1994-12-26,NA,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rockot,1994-085A,23439,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurockot,1994,12,26,1,1,0,1,0,0,0,0,NA
NOAA-14 (NOAA-J),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Science/Meteorology,"LEO, Sun-sync.",848,860,98.8,102.01,2223,1500,830,1994-12-30,3 yrs.,Martin Marietta Astrospace,USA,Vandenberg AFB,Atlas-E,1994-089A,23455,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1994,12,30,1,1,1,0,0,0,0,LEO,NA
Intelsat 704 ,Multinational,"Intelsat, Ltd.",Commercial,Communications,"GEO, 65.97° E",35771,35801,0.01,1436.08,3653,1450,3900,1995-01-10,15 yrs.,Loral Space Systems,USA,Guiana Space Center,Ariane 44LP,1995-001A,23461,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1995,1,10,1,1,0,0,0,0,1,GSO,NA
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,US Navy,Military,Communications,"GEO, 177.12° W",35763,35774,3.34,1435.22,3200,1545,NA,1995-01-29,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1995-003A,23467,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1995,1,29,1,1,0,0,0,0,1,GSO,NA
Intelsat 705 ,Multinational,"Intelsat, Ltd.",Commercial,Communications,"GEO, 50.01° W",35776,35797,0.01,1436.11,3653,1450,3900,1995-03-22,15 yrs.,Loral Space Systems,USA,Cape Canaveral,Atlas 2AS,1995-013A,23528,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1995,3,22,1,1,0,0,0,0,1,GSO,NA
"DMSP 5D-2 F13 (Defense Meteorological Satellites Program, USA 109)",USA,Air Force Space and Missile Systems Center,Military,Earth Science/Meteorology,"LEO, Sun-sync.",845,855,98.8,101.93,1134,823,900,1995-03-24,5 yrs.,General Electric Astro Space,USA,Vandenberg AFB,Atlas E,1995-015A,23533,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,1995,3,24,1,1,1,0,0,0,0,LEO,NA
Brazilsat B-2 (Brasilsat B-2),Brazil,Star One (SES Global),Commercial/Military,Communications,"GEO, 65.05° W",35780,35795,0.04,1436.15,1780,NA,NA,1995-03-28,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1995-016A,23536,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1995,3,28,1,2,0,0,0,0,1,GSO,NA
"Eutelsat 2-F6 (Hot Bird 1, Eutelsat HB1)",Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,"GEO, 13.01° E",35759,35813,0.08,1436.09,1870,1000,2900,1995-03-28,11 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 44LP,1995-016B,23537,810,2005-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,1995,3,28,1,2,0,0,0,0,1,GSO,NA
