"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"648",2021,16,230,2704.01429857895,13686.7570273668,"yes","no",4295.32171907579,2066.12318867695,18820.5847274192,12.3002797948874,1.91412549687677,3.82826519023282,16,47.5919676413237,1385.96271386877,2948.40927582355,"no","no",2470.71189528079,1188.4546660868,94407.2956435706,2.60510408580651,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.42009532873781,0.575209974216413,5.01617229277852,47.5313743923856,-1969.04577010995,266197.155298231
"658",2022,17,242,2832.30539952107,15443.2816180373,"yes","no",4804.8357030748,2201.15059685421,19614.1704618677,13.8431916205077,2.03375922771153,3.94789892106758,17,41.7721991863408,1384.99963884444,2936.9934792609,"no","no",2651.84337577864,1214.84000496076,96522.1810415123,2.60003630288499,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.60355285384823,0.55191135340624,4.92104324417712,53.5453484502012,-1912.71755727551,295568.61907315
"668",2023,18,255,2966.84349034929,17514.9286797886,"yes","no",5253.58527071608,2292.12185169462,20476.4633641308,15.6301129725407,2.11351504826803,3.98777683134583,18,49.7426618699104,1378.25368454664,2899.39969347166,"no","no",2714.59726808588,1184.36979626335,98538.6135603133,2.57119343138831,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.82398179499727,0.516713278304868,4.8122867610491,60.2816816886475,-1853.38319250933,322167.438134365
"678",2024,19,267,3108.18516509997,19969.0709358422,"yes","no",5709.76595537982,2372.52568891948,21205.7169196001,17.7133714606603,2.19327086882453,4.14728847245883,19,49.1562424369689,1379.73015299015,2903.39860779898,"no","no",2822.25683378388,1172.70600777811,100610.950578984,2.57684036289383,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.05141297040588,0.494285905208551,4.74452011976031,65.438875652917,-1799.54036257911,360100.035864053
"688",2025,20,280,3254.81794036505,22883.001995467,"yes","no",6158.88657109211,2437.28055359499,21984.9880222111,20.1359364511876,2.27302668938103,4.42643384440659,20,45.8026090929807,1380.56569990866,2905.26808458061,"no","no",2935.32046328509,1161.60598204776,102658.516697709,2.57997801549817,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.31044368734432,0.476599208217695,4.66948249387237,69.7636552318067,-1745.91742580376,413619.435896272
"698",2026,21,292,3407.23802966304,26359.643551212,"yes","no",6677.3939616135,2516.63955713181,23092.4100680061,22.9745128617798,2.35278250993754,4.58594548551959,21,47.3132688820434,1378.0168263245,2891.29206861842,"no","no",3025.19781554112,1140.16524028782,104677.145579164,2.56913795960688,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.61668705548688,0.453050671104947,4.53296755388002,75.5041750208396,-1686.65315407222,462519.930908004
"708",2027,22,243.018862476795,3563.85100709637,30523.1786536746,"yes","no",7525.65967047882,2701.27807760472,24390.9689063034,26.3009465190367,2.43253833049404,4.70557921635434,22,47.1005680482862,1377.07375651647,2885.64133526947,"no","no",3128.14924255722,1122.8252860733,106718.824629188,2.56505904218139,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.96197448702924,0.415664457273842,4.37534175206992,86.9173918679539,-1627.22126867051,513138.233305644
"718",2028,23,166.602021032324,3663.06481069942,35233.0138639782,"yes","no",8246.08695961477,2818.92376411338,25561.2566870573,29.3541560596098,2.47241624077229,4.86509085746735,23,57.3957520636929,1375.95325453903,2879.45435790517,"no","no",3122.69362444325,1067.49241295894,110783.082248846,2.56029787918482,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.30663612881004,0.378687932802146,4.33402330742761,98.521823986121,-1638.79857518169,575624.039872981
"728",2029,24,0,3679.61446993207,40123.0094534192,"yes","no",9684.47991800279,3152.98877286689,25909.7167535466,31.5529018668545,2.63192788188529,4.9049687677456,24,41.4923522525089,1385.16975845483,2924.00659380094,"no","no",3442.14821652274,1120.66468959937,110950.745341014,2.59860791501775,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.57087382455834,0.355429330812491,4.28220603090254,119.49889007268,-1627.96676191236,629021.566867173
"738",2030,25,18.6849437122523,3526.88667893845,44232.9677529056,"yes","no",9332.25230826543,2893.6319714543,24617.1539228475,31.2549678418628,2.67180579216354,4.86509085746735,25,56.9536682671829,1378.13968743156,2889.33178945537,"no","no",3405.0368285042,1055.79265384976,110809.472916559,2.5692541613623,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.75350244550324,0.364867634953291,4.50131129146149,118.380060490077,-1721.45790398472,679938.024310622
"748",2031,26,0,3398.20491241717,47103.4132378674,"yes","no",9350.37018916377,2761.19023326019,24328.8408755941,30.7122763248843,2.75156161272005,4.9847245883021,26,42.2183338845689,1386.83282368267,2931.56491500443,"no","no",3605.50919391381,1064.71685834451,114961.151235883,2.60547614504826,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.81060229327478,0.385600689702347,4.725303265525,119.082874321891,-1878.68009914613,739720.348656455
"758",2032,27,18.3013741427956,3255.63719198856,48679.7051770602,"yes","no",9123.59574618726,2565.92677304667,23554.705499889,29.4785643318126,2.83131743327655,5.14423622941511,27,44.8326610184403,1380.46685342421,2900.33082260799,"no","no",3677.91006908823,1034.3781309113,116868.258279459,2.57887892243353,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.84691449171334,0.403120674282969,4.96156737260035,117.824584397426,-2018.96165640561,799874.316874928
"768",2033,28,85.492433635508,3137.29914206136,49030.8727546451,"no","no",8939.92295508789,2394.54333551193,23161.2361172089,28.1175623594438,2.99082907438955,5.18411413969336,28,45.0585412339448,1376.95237765939,2883.02712926463,"no","no",3884.64058442869,1040.49445045932,118823.321395247,2.5642438345497,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.81261739640969,0.434527300061111,5.13026683005753,113.503390676116,-2147.84659729882,826421.479347437
"778",2034,29,151.227656610374,3091.39869131615,48669.8746159855,"no","no",8696.35940702105,2218.38595104047,23019.281409739,27.4249145281445,3.07058489494605,5.26386996024986,29,47.9479179342473,1373.79466874638,2867.5186281257,"no","no",3965.96155373944,1011.69155751303,120646.669226254,2.55113543196896,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.77725667700153,0.456048487432281,5.24111361596246,107.785911186788,-2224.51837645941,841313.128157728
"788",2035,30,152.989136239159,3113.42774461535,48272.7563076807,"no","no",9108.89760125526,2212.9731613982,23537.283423148,27.5591743542704,3.19021862578081,5.38350369108461,30,46.2348478574144,1373.64389674198,2866.75814485577,"no","no",4133.31887047927,1004.17461346923,122473.763253665,2.55050730119511,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.76732764680414,0.453767190215166,5.20339416626205,112.570386899781,-2238.39645911635,851983.872959865
"798",2036,31,204.535287485503,3136.35675499917,48106.7296848182,"no","no",9130.22064878019,2112.52715937979,23895.0249727892,27.784104951704,3.26997444633731,5.50313742191936,31,48.009416210815,1371.78567000648,2857.66414565474,"no","no",4221.50167181867,976.760286321842,124210.878545294,2.54281476680499,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.77906008490641,0.462365788759187,5.19818994484169,110.24580165698,-2253.01178330049,865797.860416265
"808",2037,32,133.836161209153,3209.85284186533,48400.4145126301,"no","no",10266.2916703575,2262.27464175638,25027.6477362587,28.8015058941469,3.42948608745031,5.54300113571834,32,46.6067305000915,1371.77117194721,2857.61134973308,"no","no",4446.12898926424,979.746649457912,125973.26395273,2.54275757839889,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.84068461214265,0.433080330466533,5.03336411316939,127.723070014002,-2215.24460982954,865986.503405535
"818",2038,33,139.862758056318,3209.22493207531,48946.1453683357,"no","no",10592.354642944,2222.97686398405,25376.8651479382,28.9880245476984,3.54911981828507,5.70251277683135,33,48.3021820702209,1370.35452503705,2850.70199762393,"no","no",4588.10859248135,962.888762162678,127542.692421427,2.53690445193591,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.87918505966452,0.433152849120066,5.02594357805416,131.788547311667,-2242.46072664365,898870.500118576
"828",2039,34,273.583358059664,3214.46415272966,49473.2309290466,"no","no",10082.9581956939,2015.30646126623,25786.5287514203,29.2420681378147,3.62887563884157,5.78226859738785,34,51.5727733414794,1370.68604408861,2852.35645477227,"no","no",4675.84156612062,934.572328593457,129805.89057969,2.53827933838686,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.9124492202544,0.463737077489575,5.03386445810547,118.488580768183,-2279.42310103575,918034.832109396
"838",2040,35,132.575566705113,3353.00434095869,50657.689954116,"yes","no",11935.8914587805,2272.05422692468,27076.5684769126,31.4581675354712,3.78838727995457,5.78226859738785,35,50.7839612574032,1374.2758133771,2869.914032967,"no","no",4912.64250611737,935.145079857678,129864.853994729,2.55313560516833,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5.05009242295695,0.41158572219618,4.79620798719235,147.544591631557,-2159.37890190885,914004.651928025
"499",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13211.1171366695,5.16567016498633,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,68475.7043859907,5.16567016498633,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,10,1,1.10354924415941,5.1831880436459,-6.60959064327485,-2069.55743000648,0
"509",2007,2,65,1877.52616625364,4794.41083244857,"yes","no",1803.88497872169,1717.98569402066,13965.7094585373,5.31077884382758,1.04869392390687,2.53946621237933,2,0,1813.52616625364,4488.27369860345,"yes","no",1901.83387139631,1811.27035371077,69762.8553891354,4.92622028655832,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,10,1.04131521967821,1.05429885709455,4.99529620004295,-3.674792993041,-2093.36680893979,10692.4162296201
"519",2008,3,65,1875.02743148912,5523.54384407121,"yes","no",2133.00603907325,1934.69935516848,16490.9853570729,5.45067976888089,1.21379897785349,2.1984667802385,3,0,1748.5250558266,4847.77473554231,"no","no",2122.35792551354,1925.04120227986,71116.0772633081,4.68127395207568,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,10,1.08580251867691,0.995007930889717,4.31242134556908,0.400022477831134,-2052.1254298767,18972.4694744363
"529",2009,4,77,1872.47644135628,6070.22645027399,"no","no",2330.06058535797,2012.79394048847,17100.5420846215,5.55175299929227,1.32112436115843,1.86641113003975,4,77,1685.91984803173,4982.50958148227,"no","no",2083.59612518218,1799.88867308686,72358.8672414739,4.41032609025301,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,10,1.1333916157643,0.89422401214605,4.23137856586114,9.27165554200928,-2078.7425347949,24500.3682318443
"539",2010,5,77,1881.91246956659,6391.52388667462,"no","no",2558.43235073403,2104.8286265365,16518.1735532098,5.66889633384482,1.44108461101647,1.99432140829074,5,0,1702.65609784619,5179.05105670153,"no","no",2453.67150045949,2018.64161575433,72670.4357091161,4.52623890829576,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,10,1.1331530180316,0.959052718261446,4.39942318531911,3.92119953115455,-2101.77965778237,26422.665613872
"549",2011,6,77,1890.92181612439,6656.81116798458,"no","no",2758.77343082026,2161.57117040563,16064.6192073967,5.77281483507939,1.54514480408859,2.11655309483248,6,0,1641.72436973756,4988.97218308683,"no","no",2536.7018796456,1987.57229923205,73612.4931422168,4.20741200393159,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,10,1.19123997372466,0.919503519682429,4.5822743877006,8.27253667039714,-2143.75454627578,38642.7846246479
"559",2012,7,77,1899.53143934399,6879.40221929214,"no","no",2907.91022681508,2169.92738328652,17164.5835295769,5.86624433915071,1.62620670073822,2.35221465076661,7,0.774807604878376,1583.12480121588,4727.34845941816,"no","no",2572.66564604241,1919.76271547496,74540.3690837681,3.89781627491147,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,10,1.25431740931176,0.88471288498481,4.34268439751684,12.4318175422159,-2127.65645818054,54617.5374083688
"569",2013,8,159,1907.7647571239,7069.23848351141,"no","no",2871.28197109809,2040.56649039862,15918.5564676105,5.95125280362678,1.70712663259512,2.42461669505963,8,5.7996211624848,1527.54580976272,4428.35284185109,"no","no",2593.65227605943,1843.26024944493,75481.8102781874,3.60638908127217,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,10,1.32131157999238,0.903308104939454,4.74174969519192,10.2508632919739,-2199.24159032179,67911.3448462279
"579",2014,9,164,1997.6424102403,7626.00081968556,"no","no",3095.94083040034,2095.45461652673,17060.1202184897,6.57461651802909,1.74872231686542,2.42305508233958,9,29.0174822224094,1479.11950407256,4135.2470078882,"no","no",2516.25832830688,1703.1026816306,76483.5118658727,3.35623864026405,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,10,1.45045115322019,0.812760471259233,4.48317543407344,20.4405128956746,-2095.3618556477,87329.7379550443
"589",2015,10,164,2088.9320077311,8304.36522131611,"no","no",3091.47083313186,1992.78966326406,17540.8421891562,7.26561657542529,1.71473594548552,2.99082907438955,10,10.7538791346349,1455.76144062558,3952.46782462276,"no","no",2464.08345591414,1588.37016598702,77604.1621114931,3.23202011932603,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,10,1.56662238284263,0.797058613494295,4.4241981812862,21.1558665804625,-2025.37001667411,126871.538565539
"599",2016,11,167,2176.5212603949,9077.4249456597,"yes","no",3226.06207381203,1980.52226385839,17512.5730779411,7.99030125032009,1.71475014196479,3.0307069846678,11,16.6479245368432,1415.03573358445,3696.22683409769,"no","no",2375.97774387515,1458.64422708283,78877.7113168512,3.03077301515932,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.71401348732329,0.736494738635829,4.50406179410641,27.5117644336216,-1985.99499862664,150000.533443282
"609",2017,12,180,2263.50051403297,9951.94553758281,"yes","no",3299.92045128479,1929.39514349899,17124.3091840304,8.77029140125421,1.71475014196479,3.23009653605906,12,24.2270644366307,1381.7513892429,3477.24982772173,"no","no",2291.10263394867,1339.56025924117,80322.129245681,2.86955299979226,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.86573124852072,0.694290261771811,4.6905325279099,31.3943498632319,-1966.71236323732,180726.436766815
"619",2018,13,192,2359.83656208336,10977.7736980574,"yes","no",3380.41219228227,1882.3399975264,17030.0711456725,9.69046134777988,1.71475014196479,3.46936399772856,13,28.8933481160613,1357.30763046864,3307.84707277673,"no","no",2227.2019103083,1240.1893614962,81943.7981564537,2.75260703321659,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.02486747024151,0.658855128789666,4.81171202724403,34.4227789192874,-1937.64390471288,215238.978559896
"629",2019,14,205,2464.08308346601,12179.1872017915,"yes","no",3686.03226976771,1954.78161182535,17393.6717604157,10.7614435387438,1.79449176604202,3.58899772856332,14,31.5736276045892,1338.45514659669,3174.96228730037,"no","no",2288.52906202896,1213.6558231662,83728.6939638247,2.6637035621316,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.19448751690514,0.620865172776465,4.81374462604114,39.9500027469248,-1896.29927471258,243893.860794066
"639",2020,15,217,2576.8315191703,13592.2501024696,"yes","no",3913.43506653254,1976.55063823447,17763.7365807176,12.0134579354072,1.83436967632027,3.74850936967632,15,35.1428050548763,1322.99510127703,3067.59838315781,"no","no",2295.12896167793,1159.1960865354,85521.7323246242,2.59209969257346,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.3795155299835,0.586474266892974,4.81439993978841,44.2378483722765,-1852.22556643423,276956.767945484
"649",2021,16,230,2696.62444857191,15252.8297602573,"yes","no",4281.17661875922,2059.31915357047,18478.6472898456,13.4641230686829,1.91412549687677,3.82826519023282,16,36.8888134783491,1311.68698344394,2987.91161851678,"no","no",2369.51333838328,1139.77642991697,87418.2831226085,2.54015965940278,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.57826052408599,0.553472456146886,4.73077286185588,49.9356006139429,-1800.80987941481,305640.142743146
"659",2022,17,242,2824.03582777041,17211.4091184219,"yes","no",4788.01738521769,2193.44593166336,19300.4426344816,15.154220194388,2.03375922771153,3.94789892106758,17,39.2866779936475,1302.55070197248,2925.08919978438,"no","no",2493.97467603521,1142.5185346465,89305.54754941,2.49879690710868,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.79722285944071,0.520878366844489,4.62712432251991,57.2203676900203,-1746.13917490584,339510.668892694
